TABLE_SCHEMA,TABLE_NAME,SIGNAL_SCORE,MATCHED_COLUMN_COUNT,VALUE_COLUMNS,CONTEXT_COLUMNS,ROW_COUNT,LAST_ALTERED
PUBLIC,PYROPS_SALE_DETAIL,4,2,,"SERIALNO, DEVICEMAC",270099.0,2026-06-17 22:55:05.281000+05:30
PUBLIC,PYROPS_SALE_DETAIL__PURCHASE_RETURN,4,2,,"SERIALNO, DEVICEMAC",14823.0,2026-06-17 22:58:08.947000+05:30
PUBLIC,PYROPS_SALE_DETAIL__TRANSFER,4,2,,"SERIALNO, DEVICEMAC",21136.0,2026-06-17 22:50:26.386000+05:30
PUBLIC,RATING_BONUS_TXNS,4,2,,"DEVICE_ID, ROUTER_NAS",2100143.0,2026-06-02 11:46:23.870000+05:30
PUBLIC,S3_DATA_USAGE,4,2,,"MAC, ROUTERMAC",2028841893.0,2026-01-12 19:10:25.276000+05:30
PUBLIC,S3_DATA_USAGE_1__DEDUP,4,2,,"MAC, ROUTERMAC",2027554587.0,2026-01-13 19:49:22.055000+05:30
PUBLIC,S3_DATA_USAGE_RAW,4,2,,"MAC, ROUTER_MAC",2027554587.0,2026-01-13 21:04:11.321000+05:30
PUBLIC,SERVICE_TICKET_MODEL,4,2,,"ROUTER_NAS_ID, DEVICE_ID",2601461.0,2026-06-27 13:42:09.590000+05:30
PUBLIC,SERVICE_TICKET_MODEL_PRE_MIGRATION,4,2,,"ROUTER_NAS_ID, DEVICE_ID",2323864.0,2026-03-23 15:37:21.841000+05:30
PUBLIC,SERVICE_TICKET_MODEL_RCA_11_MAY,4,2,,"ROUTER_NAS_ID, DEVICE_ID",2471154.0,2026-05-11 14:57:57.728000+05:30
PUBLIC,STG_CUSTOMER_BASE,4,2,,"ROUTER_NAS_ID, DEVICE_ID",400993.0,2026-04-30 10:53:10.269000+05:30
PUBLIC,STG_INVENTORY_MODEL_PYROPS_GRN,4,2,,"DEVICE_ID, DEVICE_TYPE",nan,2026-05-28 17:13:33.844000+05:30
PUBLIC,T_INVENTORY_AUDIT,4,2,,"DEVICE_ID, MAC",442692.0,2026-06-27 12:46:14.655000+05:30
PUBLIC,V_SERVICE_TICKET_MODEL_FINAL,4,2,,"ROUTER_NAS_ID, DEVICE_ID",nan,2026-03-24 11:43:47.822000+05:30
PUBLIC,WANI_COMPLIANCE_EVENTS_ENRICHED,4,2,,"DEVICE_NAS_ID, DEVICE_ID",818930.0,2026-06-27 13:24:27.823000+05:30
PUBLIC,_PIPEDREAM_CSP_COVERAGE_RAW,4,2,,"KPI_07_NETBOX_CUSTODY_CSPS, KPI_16_NETBOX_IDLE_CSPS",1.0,2026-05-06 12:12:55.240000+05:30
DBT,AVG_DOWNLOAD_SPEED,2,1,,DEVICES_TESTED,92.0,2026-06-11 12:08:22.139000+05:30
DBT,AVG_JITTER,2,1,,DEVICES_TESTED_V3,91.0,2026-06-11 12:08:21.329000+05:30
DBT,AVG_LATENCY,2,1,,DEVICES_TESTED_V3,91.0,2026-06-11 12:08:22.281000+05:30
DBT,BASE_EXPIRY_EVENTS,2,1,,ROUTER_NAS_ID,4050904.0,2026-06-27 13:40:43.278000+05:30
DBT,BASE_PLANS,2,1,,ROUTER_NAS_ID,3981369.0,2026-06-27 13:40:44.855000+05:30
DBT,DAILY_UPTIME,2,1,,PLAN_ACTIVE_DEVICES,nan,2026-06-11 12:08:23.008000+05:30
DBT,DIM_BUSINESS_SEGMENT,2,1,,ROUTER_NAS_ID,441561.0,2026-06-10 14:03:53.440000+05:30
DBT,DIM_NAS_SEGMENT,2,1,,ROUTER_NAS_ID,442248.0,2026-06-27 12:51:48.468000+05:30
DBT,DIM_NAS_TENURE,2,1,,ROUTER_NAS_ID,349026.0,2026-06-27 12:51:48.899000+05:30
DBT,DIM_TENURE_BUCKET,2,1,,ROUTER_NAS_ID,348637.0,2026-06-10 14:03:56.963000+05:30
DBT,FCT_ACTIVE_PLAN_DAYS,2,1,,ROUTER_NAS_ID,80374.0,2026-06-27 12:52:43.802000+05:30
DBT,FCT_AVG_DOWNLOAD_SPEED,2,1,,DEVICES_TESTED,105.0,2026-06-27 13:04:17.465000+05:30
DBT,FCT_AVG_JITTER,2,1,,DEVICES_TESTED_V3,104.0,2026-06-27 13:04:19.352000+05:30
DBT,FCT_AVG_LATENCY,2,1,,DEVICES_TESTED_V3,104.0,2026-06-27 13:04:20.593000+05:30
DBT,FCT_AVG_RECOVERY_TIME,2,1,,RECOVERED_DEVICE_ROWS,1.0,2026-06-10 14:05:39.526000+05:30
DBT,FCT_EXPIRY_EVENTS,2,1,,ROUTER_NAS_ID,3883787.0,2026-06-27 12:54:31.485000+05:30
DBT,FCT_FIRST_PING_AFTER_R1,2,1,,ROUTER_NAS_ID,77990.0,2026-06-27 13:04:29.526000+05:30
DBT,FCT_FLEET_DAILY_UPTIME,2,1,,PLAN_ACTIVE_DEVICES,105.0,2026-06-27 13:04:27.468000+05:30
DBT,FCT_FREE_PLAN_DAYS,2,1,,ROUTER_NAS_ID,10310.0,2026-06-27 12:52:45.487000+05:30
DBT,FCT_FREE_TRIAL_USAGE_GB,2,1,,ROUTER_NAS_ID,7542.0,2026-06-27 13:09:04.766000+05:30
DBT,FCT_RECOVERY_PERCENTILES,2,1,,RECOVERED_DEVICE_ROWS,171.0,2026-06-27 13:07:47.478000+05:30
DBT,FCT_SPEED_COMPLIANCE,2,1,,DEVICES_TESTED,105.0,2026-06-27 13:07:08.047000+05:30
DBT,FIRST_PING_AFTER_R1,2,1,,ROUTER_NAS_ID,nan,2026-06-11 12:08:22.582000+05:30
DBT,INT_CHURNED,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:05:57.160000+05:30
DBT,INT_CUSTOMER_WINDOW,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:06:38.443000+05:30
DBT,INT_EARLIEST_START,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:05:40.202000+05:30
DBT,INT_IX_COMPANY_B,2,1,,ROUTER_NAS_ID,nan,2026-06-27 12:52:44.576000+05:30
DBT,INT_IX_FIRST_PAID_PAYG,2,1,,ROUTER_NAS_ID,nan,2026-06-27 12:52:45.374000+05:30
DBT,INT_IX_FREE_TRIAL_WINDOW,2,1,,ROUTER_NAS_ID,nan,2026-06-27 13:07:09.946000+05:30
DBT,INT_IX_LATEST_PLAN,2,1,,ROUTER_NAS_ID,nan,2026-06-27 12:52:47.358000+05:30
DBT,INT_IX_MIGRATION_BASE,2,1,,ROUTER_NAS_ID,nan,2026-06-27 12:52:47.356000+05:30
DBT,INT_IX_RECHARGE_RANKED,2,1,,ROUTER_NAS_ID,nan,2026-06-27 12:52:47.795000+05:30
DBT,INT_IX_SPEEDTEST_DAILY,2,1,,DEVICE_ID,1734816.0,2026-06-27 12:52:43.931000+05:30
DBT,INT_LAST_PLAN_IN_PERIOD,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:05:58.087000+05:30
DBT,INT_MATURED,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:05:35.072000+05:30
DBT,INT_NAS_REVENUE,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:05:57.620000+05:30
DBT,INT_PERIOD_PLANS,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:05:40.646000+05:30
DBT,INT_TRUM_PLANS_WITH_NEXT,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:05:41.097000+05:30
DBT,INT_WITH_NEXT,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:03:59.814000+05:30
DBT,PAYG_MIGRATION_AUDIT,2,1,,DEVICE_ID,2565825.0,2026-06-27 12:45:36.140000+05:30
DBT,STG_IX_INCIDENTS,2,1,,DEVICE_COUNT,nan,2026-06-27 12:52:20.348000+05:30
DBT,STG_IX_TRUM,2,1,,ROUTER_NAS_ID,nan,2026-06-27 12:49:30.835000+05:30
DBT,STG_PAYG_NAS,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:03:05.110000+05:30
DBT,STG_TRUM_PLANS,2,1,,ROUTER_NAS_ID,nan,2026-06-10 14:04:00.245000+05:30
DBT,TICKETVANILLA,2,1,,DEVICE_ID,3261646.0,2026-06-27 12:54:04.845000+05:30
DBT,TICKETVANILLA_AUDIT,2,1,,DEVICE_ID,26934193.0,2026-06-27 12:51:15.730000+05:30
DBT,T_WG_CUSTOMER,2,1,,DEVICE_ID,449558.0,2026-06-27 12:54:57.987000+05:30
DS_TABLES,T_USAGE_DATA_USER_SESSIONS_AGGREGATED,2,1,,MAC,175074172.0,2026-01-24 07:37:19.892000+05:30
DYNAMODB,ACCOUNT_WALLET_HISTORY,2,1,,DEVICE_ID,7468176.0,2026-06-27 13:39:37.750000+05:30
DYNAMODB,CUSTOMER,2,1,,DEVICE_ID,2786393.0,2026-06-27 13:39:17.647000+05:30
DYNAMODB,CUSTOMER_V_2,2,1,,DEVICE_ID,1728167.0,2026-06-27 13:38:37.265000+05:30
DYNAMODB,PARTNER_BONUS_DISBURSEMENT,2,1,,DEVICE_ID,2525985.0,2026-06-16 22:23:20.609000+05:30
DYNAMODB,PARTNER_WORK_BONUS_DISBURSEMENT,2,1,,DEVICE_ID,1904111.0,2026-06-16 22:23:59.846000+05:30
DYNAMODB,TASK_PERFORMANCE,2,1,,CUSTOMER_DEVICE_ID,1279873.0,2026-06-16 23:38:07.331000+05:30
DYNAMODB,USER_ACTIVITY,2,1,,MAC,1056771.0,2026-06-27 13:39:00.072000+05:30
PUBLIC,B2I_FUNNEL_PBI,2,1,,DEVICE_PHOTO_AT,nan,2026-05-20 14:40:30.423000+05:30
PUBLIC,BANDSTEERING_DAILY,2,1,,DEVICEID,8800.0,2026-02-26 06:00:02.351000+05:30
PUBLIC,CHURN_FACT_TABLE,2,1,,ROUTER_NAS_ID,nan,2026-04-28 19:29:41.691000+05:30
PUBLIC,COMBINED_T_WG_CUSTOMER,2,1,,DEVICE_ID,359966.0,2025-08-12 14:00:04.154000+05:30
PUBLIC,COMPLAINTS_NQT,2,1,,DEVICE_ID,850.0,2025-07-15 07:17:09.152000+05:30
PUBLIC,CT_CUSTOMER_APP_EVENTS_MV,2,1,,SUGGESTED_NETBOX_NAME_SELECTED,31843100.0,2026-06-27 11:56:26.478000+05:30
PUBLIC,CT_CUSTOMER_APP_LAUNCH,2,1,,DEVICE_ID,15695062.0,2026-06-27 11:56:24.879000+05:30
PUBLIC,CT_CUSTOMER_APP_LAUNCH_1,2,1,,DEVICE_ID,9635050.0,2026-03-11 12:08:19.580000+05:30
PUBLIC,CT_CUSTOMER_CLICK_PAYG_PLANS_MV,2,1,,DEVICE_ID,29972.0,2026-06-27 11:56:25.490000+05:30
PUBLIC,CT_CUSTOMER_HOME_PAGE_LOAD,2,1,,DEVICE_ID,6940041.0,2026-06-27 11:56:25.055000+05:30
PUBLIC,CT_CUSTOMER_HOME_PAGE_LOAD_1,2,1,,DEVICE_ID,7780516.0,2026-03-11 12:11:01.184000+05:30
PUBLIC,CT_CUSTOMER_PAGE_LOAD_MV,2,1,,DEVICE_ID,43671.0,2026-06-27 11:56:25.467000+05:30
PUBLIC,CT_CUSTOMER_PAYG_MIGRATION_EVENTS_MV,2,1,,DEVICE_ID,6994933.0,2026-06-27 11:56:26.788000+05:30
PUBLIC,CT_CUSTOMER_PAYG_PAYMENT_EVENTS_MV,2,1,,DEVICE_ID,3993640.0,2026-06-27 11:56:27.022000+05:30
PUBLIC,CUSTOMER_AUDIT,2,1,,DEVICE_ID,0.0,2025-05-22 17:04:51.033000+05:30
PUBLIC,CUSTOMER_DATA_USAGE,2,1,,DEVICE_ID,143974.0,2025-10-13 16:36:17.102000+05:30
PUBLIC,CUSTOMER_ENRICHED_DBT,2,1,,DEVICE_ID,445852.0,2026-01-27 15:45:39.717000+05:30
PUBLIC,CUSTOMER_MIGRATION_TABLE,2,1,,DEVICE_ID,619.0,2026-03-23 08:00:28.165000+05:30
PUBLIC,CUSTOMER_QUEUE_REPORTING_60DAYS,2,1,,DEVICE_ID,1565203.0,2025-10-16 07:30:49.156000+05:30
PUBLIC,CUSTOMER_QUEUE_REPORTING_60DAYS_NEW2,2,1,,DEVICE_ID,814297.0,2025-11-21 21:33:00.190000+05:30
PUBLIC,CUSTOMER_SEGMENT,2,1,,DEVICE_ID,180259.0,2026-06-27 12:32:51.660000+05:30
PUBLIC,CX_COMPLAINT_QUEUE_LAST60DAYS,2,1,,Device ID,0.0,2025-07-02 19:37:48.718000+05:30
PUBLIC,DUMMY_T_CONTROLLER_STREAM_I2E1,2,1,,ROUTER_NAS_ID,0.0,2025-12-17 05:31:01.062000+05:30
PUBLIC,DUMMY_T_CONTROLLER_STREAM_SHARD_01,2,1,,ROUTER_NAS_ID,0.0,2025-12-17 05:31:01.407000+05:30
PUBLIC,DYNAMO_CUSTOMER,2,1,,DEVICE_ID,nan,2025-10-07 17:10:44.768000+05:30
PUBLIC,DYNAMO_CUSTOMER_AUDIT,2,1,,DEVICE_ID,nan,2025-11-17 16:21:41.045000+05:30
PUBLIC,E_WASTE,2,1,,DEVICE_ID,5317.0,2026-06-17 13:35:09.189000+05:30
PUBLIC,GOOGLE_ADS,2,1,,DEVICE,nan,2025-06-13 12:56:40.743000+05:30
PUBLIC,HOURLY_USAGE_PRORATED,2,1,,ROUTERMAC,916818266.0,2026-03-25 12:50:33.098000+05:30
PUBLIC,HOURLY_USAGE_PRORATED_DIFF,2,1,,ROUTERMAC,4642709.0,2026-01-21 19:05:24.079000+05:30
PUBLIC,HOURLY_USAGE_PRORATED_DT,2,1,,ROUTERMAC,825173326.0,2026-03-09 16:24:13.383000+05:30
PUBLIC,HOURLY_USAGE_PRORATED_TEST_9_JAN,2,1,,ROUTERMAC,2034489.0,2026-01-09 15:34:03.050000+05:30
PUBLIC,INT_INVENTORY_MODEL_CURRENT_LOCATION,2,1,,DEVICE_ID,351050.0,2026-06-27 02:15:16.590000+05:30
PUBLIC,INT_INVENTORY_MODEL_DISPATCHES,2,1,,DEVICE_ID,349627.0,2026-06-27 02:15:18.337000+05:30
PUBLIC,INT_INVENTORY_MODEL_FIRST_GRN,2,1,,DEVICE_ID,237183.0,2026-06-27 02:15:19.237000+05:30
PUBLIC,INT_INVENTORY_MODEL_INSTALLATIONS,2,1,,DEVICE_ID,321347.0,2026-06-27 02:15:09.400000+05:30
PUBLIC,INT_INVENTORY_MODEL_LAST_PARTNER_RECEIVED,2,1,,DEVICE_ID,347314.0,2026-06-27 02:16:59.086000+05:30
PUBLIC,INT_INVENTORY_MODEL_LAST_PICKUP_TICKET,2,1,,DEVICE_ID,254707.0,2026-06-27 02:16:55.101000+05:30
PUBLIC,INT_INVENTORY_MODEL_LAST_RECHARGE,2,1,,DEVICE_ID,324443.0,2026-06-27 02:16:53.868000+05:30
PUBLIC,INT_INVENTORY_MODEL_LAST_WAREHOUSE_RECEIVED,2,1,,DEVICE_ID,117819.0,2026-06-27 02:16:57.596000+05:30
PUBLIC,INT_INVENTORY_MODEL_PYROPS_STATE,2,1,,DEVICE_ID,258949.0,2026-06-27 02:17:00.304000+05:30
PUBLIC,INT_INVENTORY_MODEL_STATUS_FLAGS,2,1,,DEVICE_ID,385018.0,2026-06-27 02:15:22.670000+05:30
PUBLIC,MARKETPLACE_INVENTORY_DUMP,2,1,,DEVICE_ID,11300.0,2026-06-27 02:15:05.625000+05:30
PUBLIC,MAYLIVECSP_SERVICE_TICKETS_12TH,2,1,,ROUTER_NAS_ID,4215.0,2026-06-21 06:00:07.718000+05:30
PUBLIC,OKR_4A_MONTHLY_SERVICE_COST,2,1,,ACTIVE_DEVICES,15.0,2025-11-26 14:26:33.613000+05:30
PUBLIC,OKR_PARTNER_90_DAYS_INV_TEMP,2,1,,DEVICE_ID,6946535.0,2026-06-27 03:15:29.709000+05:30
PUBLIC,PARTNER_MAIL_SENT_DATA,2,1,,ROUTER_AT_MAIL,14781.0,2026-02-05 08:46:02.068000+05:30
PUBLIC,PARTNER_MANAGEMENT_FRAMEWORK,2,1,,ROUTER_RECOVERY,21293.0,2025-06-30 09:11:34.809000+05:30
PUBLIC,PAYG_MIGRATION_AUDIT,2,1,,DEVICE_ID,209645.0,2026-03-31 14:20:50.139000+05:30
PUBLIC,PICKUP_TICKETS_FOR_RA_PICKUP,2,1,,DEVICE_ID,1610.0,2026-02-05 04:25:17.846000+05:30
PUBLIC,PICKUP_TICKETS_FOR_RA_PICKUP_LAST_15_DAYS,2,1,,DEVICE_ID,4258.0,2026-03-23 04:25:22.778000+05:30
PUBLIC,PICKUP_TICKETS_FOR_RA_PICKUP_V2,2,1,,DEVICE_ID,0.0,2026-03-10 17:14:08.619000+05:30
PUBLIC,PING_FIRST_SEEN,2,1,,DEVICEID,155880.0,2026-01-21 12:33:59.066000+05:30
PUBLIC,PYROPS_IMEI_SERIAL_INVENTORY,2,1,,SERIALNO,6806238.0,2026-05-12 03:18:33.755000+05:30
PUBLIC,PYROPS_PUTAWAY_DETAIL,2,1,,SERIALNO,346969.0,2026-06-17 23:05:16.596000+05:30
PUBLIC,R10_15_CALLING_TO_CHURN_CUSTOMER,2,1,,DEVICE_ID,173476.0,2026-01-20 17:49:22.922000+05:30
PUBLIC,RA_DATA_SENT_OLD_SYSTEM,2,1,,DEVICE_ID,20230.0,2026-06-19 18:37:04.410000+05:30
PUBLIC,RA_PICKUP_TICKETS,2,1,,DEVICE_ID,35532.0,2026-06-26 20:00:12.600000+05:30
PUBLIC,RENEWAL_2_DUMMY,2,1,,DEVICE_LIMIT,29357528.0,2026-03-23 12:37:26.554000+05:30
PUBLIC,ROCE_FUNCTIONAL_REPORTS_DF,2,1,,DEVICE_ID,5863889.0,2026-06-27 07:00:57.286000+05:30
PUBLIC,S3_DAILY_USAGE_L1,2,1,,ROUTERMAC,56564339.0,2026-01-13 21:17:19.394000+05:30
PUBLIC,S3_HOURLY_USAGE_PRORATED,2,1,,ROUTER_MAC,752676725.0,2026-01-13 21:12:25.565000+05:30
PUBLIC,STG_INVENTORY_MODEL_CUSTOMER_INSTALLS,2,1,,DEVICE_ID,nan,2026-04-13 16:33:36.072000+05:30
PUBLIC,STREAM_SUMMARY_TEMP_01C61D5F_B8C3_44E5_9277_877154C639AE,2,1,,DEVICE_ID,152.0,2025-06-06 00:23:11.884000+05:30
PUBLIC,SUPPLY_MODEL,2,1,,ROUTER_UTILIZATION_SEGMENT,1763.0,2026-05-22 13:38:26.999000+05:30
PUBLIC,SUPPLY_MODEL_PRE_MIGRATION,2,1,,ROUTER_UTILIZATION_SEGMENT,1763.0,2026-03-23 15:58:57.182000+05:30
PUBLIC,TEMP_T_WG_CUSTOMER,2,1,,DEVICE_ID,212158.0,2026-03-19 11:19:50.206000+05:30
PUBLIC,TICKETVANILLA,2,1,,DEVICE_ID,3203310.0,2026-06-27 13:43:30.752000+05:30
PUBLIC,TICKETVANILLA_AUDIT,2,1,,DEVICE_ID,28670969.0,2026-06-27 13:41:14.208000+05:30
PUBLIC,TICKET_DUMP_JUNE_API_DATA,2,1,,customerDeviceId,159701.0,2025-07-29 17:34:48.486000+05:30
PUBLIC,TRANSACTIONS_AUDIT_DE,2,1,,DEVICE_ID,301382.0,2026-06-26 17:15:24.859000+05:30
PUBLIC,TRUM_INSTALL_WITH_EVENTS,2,1,,ROUTER_NAS_ID,nan,2026-02-19 16:36:49.426000+05:30
PUBLIC,T_ACCOUNT,2,1,,ELIGIBLE_DEVICES,479862.0,2026-06-27 13:26:24.904000+05:30
PUBLIC,T_ACCOUNT_BACKUP_20250319,2,1,,ELIGIBLE_DEVICES,458099.0,2026-03-20 01:57:13.001000+05:30
PUBLIC,T_ACCOUNT_PRE_MIGRATION,2,1,,ELIGIBLE_DEVICES,458099.0,2026-03-23 12:44:35.337000+05:30
PUBLIC,T_FIRMWARE,2,1,,ROUTER_MODEL,23.0,2026-06-27 12:46:08.750000+05:30
PUBLIC,T_PAYG_MIGRATION_AUDIT,2,1,,DEVICE_ID,nan,2026-03-13 14:41:52.619000+05:30
PUBLIC,T_PLAN_CONFIGURATION,2,1,,CONCURRENT_DEVICES,3412.0,2026-06-27 12:46:10.406000+05:30
PUBLIC,T_WG_CUSTOMER,2,1,,DEVICE_ID,449464.0,2026-06-27 13:43:53.138000+05:30
PUBLIC,T_WG_CUSTOMER_ACTIVE,2,1,,DEVICE_ID,0.0,2026-03-23 12:39:50.624000+05:30
PUBLIC,T_WG_CUSTOMER_ARCHIVE,2,1,,DEVICE_ID,235672.0,2026-05-08 16:24:46.286000+05:30
PUBLIC,T_WG_CUSTOMER_AUDIT,2,1,,DEVICE_ID,12884205.0,2026-06-27 13:10:00.822000+05:30
PUBLIC,T_WG_CUSTOMER_AUDIT_1,2,1,,DEVICE_ID,10648927.0,2025-06-24 10:52:41.660000+05:30
PUBLIC,T_WG_CUSTOMER_AUDIT_ACTIVE,2,1,,DEVICE_ID,11659019.0,2026-03-22 13:52:28.712000+05:30
PUBLIC,T_WG_CUSTOMER_AUDIT_BACKUP_2026_03_19,2,1,,DEVICE_ID,11631019.0,2026-03-19 17:18:54.164000+05:30
PUBLIC,T_WG_CUSTOMER_AUDIT_BACKUP_2026_04_02,2,1,,DEVICE_ID,11669213.0,2026-04-02 17:38:49.771000+05:30
PUBLIC,T_WG_CUSTOMER_AUDIT_DE,2,1,,DEVICE_ID,4271773.0,2025-08-06 13:12:11.408000+05:30
PUBLIC,T_WG_CUSTOMER_AUDIT_NEW,2,1,,DEVICE_ID,11779891.0,2026-04-07 18:38:52.276000+05:30
PUBLIC,T_WG_CUSTOMER_AUDIT_PRE_MIGRATION,2,1,,DEVICE_ID,11775003.0,2026-04-07 16:57:30.268000+05:30
PUBLIC,T_WG_CUSTOMER_BACKUP_2026_03_19,2,1,,DEVICE_ID,447926.0,2026-03-19 17:18:42.683000+05:30
PUBLIC,T_WG_CUSTOMER_PRE_MIGRATION,2,1,,DEVICE_ID,448565.0,2026-06-27 13:29:41.602000+05:30
PUBLIC,T_WIOM_LEAD,2,1,,DEVICE_ID,354618.0,2025-05-23 12:39:37.849000+05:30
PUBLIC,V2_RATING_BONNUS,2,1,,lost_devices,982.0,2025-06-26 16:57:42.200000+05:30
PUBLIC,V2_RATING_BONNUS_16th,2,1,,lost_devices,9543.0,2026-02-16 12:11:25.206000+05:30
PUBLIC,V_CUSTOMER_INFO,2,1,,DEVICE_ID,nan,2026-03-24 11:33:32.560000+05:30
PUBLIC,V_CUSTOMER_INFO_PRE_MIGRATION,2,1,,DEVICE_ID,nan,2026-03-24 11:33:25.828000+05:30
PUBLIC,WANI_COMPLIANCE_EVENTS_QA,2,1,,device_nas_id,nan,2026-03-10 17:15:03.716000+05:30
PUBLIC,_PIPEDREAM_PSF_MOM_DISPATCHED_BUNDLE,2,1,,DEVICES,50062.0,2026-06-27 06:30:08.129000+05:30
PUBLIC,_PIPEDREAM_PSF_MOM_OPENING_ELIGIBILITY,2,1,,FIRST_DEVICE_UPDATE,110706.0,2026-06-27 06:30:36.507000+05:30
PUBLIC,_PIPEDREAM_PSF_MOM_P_LOGS,2,1,,MIGRATION_TIME_FIRST_DEVICE_UPDATE,110657.0,2026-06-27 06:30:48.665000+05:30
PUBLIC,_PIPEDREAM_PSF_MOM_SS,2,1,,DEVICE_ID,3179.0,2026-06-27 06:30:52.393000+05:30
PUBLIC,complaints_nqt,2,1,,DEVICE_ID,16013620.0,2026-01-09 07:11:37.882000+05:30
PUBLIC,customer_queue_reporting_60days,2,1,,Device ID,10078.0,2025-07-08 11:17:28.405000+05:30
PUBLIC,service_tickets_prob_fake_closure,2,1,,DEVICE_ID,0.0,2025-09-09 12:57:17.148000+05:30
PUBLIC,service_tickets_prob_fake_closure_STAGE_4FBEF739,2,1,,DEVICE_ID,153.0,2025-09-09 12:45:29.319000+05:30
PUBLIC,service_tickets_prob_fake_closure_STAGE_E2AF8483,2,1,,DEVICE_ID,153.0,2025-09-09 12:57:43.932000+05:30
PUBLIC,v2_partner_rating_bonus_dummy,2,1,,lost_devices,0.0,2025-06-25 19:01:25.673000+05:30
