TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,ORDINAL_POSITION
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,DATA_LIMIT,NUMBER,4
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,SPEED_MBPS,NUMBER,5
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,PLAN_ID,NUMBER,6
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,ACCOUNT_ID,NUMBER,7
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,PLAN_START_TIME,TIMESTAMP_TZ,8
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,TIME_PLAN,NUMBER,9
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,OTP,TEXT,10
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,PLAN_END_TIME,TIMESTAMP_TZ,11
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,SOURCE,TEXT,12
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,CREATED_TIME,TIMESTAMP_TZ,13
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,TRANSACTION_ID,TEXT,14
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,DEVICE_LIMIT,NUMBER,15
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,ENTRY_DATE,TIMESTAMP_TZ,16
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,CHARGES,NUMBER,17
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,FIRST_RECHARGE_TIME,TIMESTAMP_TZ,18
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,TOTAL_PAID,NUMBER,19
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,MOBILE,TEXT,20
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,PAYMENT_MODE,TEXT,21
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,CONNECTION,TEXT,22
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,LCO_ACCOUNT_ID,NUMBER,23
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,PLAN_INCREASED_IN_SEC,NUMBER,24
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,CASH_FEE,NUMBER,25
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,PLAN_AMOUNT,NUMBER,26
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,DEVICE_ID,TEXT,27
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,IS_COMMISSION_ELIGIBLE,BOOLEAN,28
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,_FIVETRAN_START,TIMESTAMP_TZ,29
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,_FIVETRAN_END,TIMESTAMP_TZ,30
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,_FIVETRAN_ACTIVE,BOOLEAN,31
PUBLIC,EVOLVED_STREAM_COLWISE,DEVICE_ID,TEXT,40
PUBLIC,EVOLVED_STREAM_COLWISE,DEVICE,TEXT,130
PUBLIC,EVOLVED_STREAM_COLWISE,ROUTERMAC,TEXT,132
PUBLIC,EVOLVED_STREAM_COLWISE,DEVICEID,TEXT,133
PUBLIC,EVOLVED_STREAM_INLINE,DEVICE_ID,TEXT,40
PUBLIC,EVOLVED_STREAM_INLINE,DEVICE,TEXT,130
PUBLIC,EVOLVED_STREAM_INLINE,ROUTERMAC,TEXT,132
PUBLIC,EVOLVED_STREAM_INLINE,DEVICEID,TEXT,133
PUBLIC,E_WASTE,DEVICE_ID,TEXT,1
PUBLIC,FINAL_AGG,DEVICE_ID,TEXT,3
PUBLIC,FINAL_AGG,DEVICE_TYPE,TEXT,6
PUBLIC,FINANCIAL_WRITE_OFF_DEVICES,DEVICE_ID,TEXT,1
PUBLIC,GOOGLE_ADS,DEVICE,TEXT,19
PUBLIC,GX_ROUTER_HOURLY_DATA,_TIME,TEXT,1
PUBLIC,GX_ROUTER_HOURLY_DATA,DEVICE_ID,TEXT,2
PUBLIC,GX_ROUTER_HOURLY_DATA,NAS_ID,TEXT,3
PUBLIC,GX_ROUTER_HOURLY_DATA,PARTNER_ID,TEXT,4
PUBLIC,GX_ROUTER_HOURLY_DATA,PING_COUNT,FLOAT,5
PUBLIC,GX_ROUTER_HOURLY_DATA,BANDSTEERING_FLAG,FLOAT,6
PUBLIC,GX_ROUTER_HOURLY_DATA,CLIENTS_2_G_MAX,FLOAT,7
PUBLIC,GX_ROUTER_HOURLY_DATA,CLIENTS_5_G_MAX,FLOAT,8
PUBLIC,GX_ROUTER_HOURLY_DATA,CLIENTS_WIOMNET_MAX,FLOAT,9
PUBLIC,GX_ROUTER_HOURLY_DATA,RX_POWER_AVG,FLOAT,10
PUBLIC,GX_ROUTER_HOURLY_DATA,RX_POWER_MAX,FLOAT,11
PUBLIC,GX_ROUTER_HOURLY_DATA,RX_POWER_MIN,FLOAT,12
PUBLIC,GX_ROUTER_HOURLY_DATA,_FIVETRAN_SYNCED,TIMESTAMP_TZ,13
PUBLIC,GX_ROUTER_HOURLY_DATA,_FIVETRAN_DELETED,BOOLEAN,14
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,_TIME,TEXT,1
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,DEVICE_ID,TEXT,2
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,NAS_ID,TEXT,3
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,PARTNER_ID,TEXT,4
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,DATE,TEXT,5
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,HOUR_FLAG,TEXT,6
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,PING_BIT,TEXT,7
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,PING_BIT_STR,TEXT,8
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,SSID_JSON,TEXT,9
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,_FIVETRAN_SYNCED,TIMESTAMP_TZ,10
PUBLIC,GX_ROUTER_HOURLY_DATA_STRINGS,_FIVETRAN_DELETED,BOOLEAN,11
PUBLIC,HIMANSHU_TEST123,DEVICE_ID,TEXT,2
PUBLIC,HIMANSHU_TEST123,OPTICAL_MIN,NUMBER,15
PUBLIC,HIMANSHU_TEST123,OPTICAL_AVG,NUMBER,16
PUBLIC,HIMANSHU_TEST123,OPTICAL_MAX,NUMBER,17
PUBLIC,HOLY_GRAIL_DEVICE_DATA,DEVICE_ID,TEXT,3
PUBLIC,HOLY_GRAIL_DEVICE_DATA,DEVICE_TYPE,TEXT,4
PUBLIC,HOLY_GRAIL_DEVICE_DATA,DEVICE_CYCLE,TEXT,43
PUBLIC,HOURLY_DEVICE_PING_HEALTH_DT_TEST,DEVICE_ID,TEXT,2
PUBLIC,HOURLY_DEVICE_PING_HEALTH_DT_TEST,OPTICAL_MIN,FLOAT,15
PUBLIC,HOURLY_DEVICE_PING_HEALTH_DT_TEST,OPTICAL_AVG,FLOAT,16
PUBLIC,HOURLY_DEVICE_PING_HEALTH_DT_TEST,OPTICAL_MAX,FLOAT,17
PUBLIC,HOURLY_DEVICE_PING_HEALTH_VW,DEVICE_ID,TEXT,2
PUBLIC,HOURLY_DEVICE_PING_HEALTH_VW,OPTICAL_MIN,FLOAT,15
PUBLIC,HOURLY_DEVICE_PING_HEALTH_VW,OPTICAL_AVG,FLOAT,16
PUBLIC,HOURLY_DEVICE_PING_HEALTH_VW,OPTICAL_MAX,FLOAT,17
PUBLIC,HOURLY_DEVICE_PING_INFLUX,DEVICE_ID,TEXT,2
PUBLIC,HOURLY_DEVICE_PING_INFLUX,OPTICAL_MIN,NUMBER,15
PUBLIC,HOURLY_DEVICE_PING_INFLUX,OPTICAL_AVG,NUMBER,16
PUBLIC,HOURLY_DEVICE_PING_INFLUX,OPTICAL_MAX,NUMBER,17
PUBLIC,HOURLY_DEVICE_PING_INFLUX,OPTICAL_IN_RANGE_PINGS,NUMBER,29
PUBLIC,HOURLY_DEVICE_PING_SUMMARY,DEVICE_ID,TEXT,2
PUBLIC,HOURLY_DEVICE_PING_SUMMARY,OPTICAL_MIN,FLOAT,8
PUBLIC,HOURLY_DEVICE_PING_SUMMARY,OPTICAL_MAX,FLOAT,9
PUBLIC,HOURLY_DEVICE_PING_SUMMARY,OPTICAL_SUM,FLOAT,10
PUBLIC,HOURLY_DEVICE_PING_SUMMARY,OPTICAL_CNT,NUMBER,11
PUBLIC,HOURLY_DEVICE_PING_SUMMARY_22_JAN_TEST,DEVICE_ID,TEXT,2
PUBLIC,HOURLY_DEVICE_PING_SUMMARY_22_JAN_TEST,OPTICAL_MIN,FLOAT,8
PUBLIC,HOURLY_DEVICE_PING_SUMMARY_22_JAN_TEST,OPTICAL_MAX,FLOAT,9
PUBLIC,HOURLY_DEVICE_PING_SUMMARY_22_JAN_TEST,OPTICAL_SUM,FLOAT,10
PUBLIC,HOURLY_DEVICE_PING_SUMMARY_22_JAN_TEST,OPTICAL_CNT,NUMBER,11
PUBLIC,HOURLY_USAGE_PRORATED,ROUTERMAC,TEXT,5
PUBLIC,HOURLY_USAGE_PRORATED_DIFF,ROUTERMAC,TEXT,5
PUBLIC,HOURLY_USAGE_PRORATED_DT,ROUTERMAC,TEXT,5
PUBLIC,HOURLY_USAGE_PRORATED_TEST_9_JAN,ROUTERMAC,TEXT,5
PUBLIC,INFLUX_DATA_INTERNET_SUPPLY_DOWN,DEVICEID,TEXT,6
PUBLIC,INFLUX_DATA_INTERNET_SUPPLY_DOWN,RXPOWER,TEXT,14
PUBLIC,INFLUX_DATA_INTERNET_SUPPLY_DOWN,TXPOWER,TEXT,16
PUBLIC,INFLUX_DATA_ISP_DUMMY,DEVICEID,TEXT,7
PUBLIC,INFLUX_DATA_ISP_DUMMY,RXPOWER,TEXT,15
PUBLIC,INFLUX_DATA_ISP_DUMMY,TXPOWER,TEXT,17
PUBLIC,INFLUX_DATA_NPS,DEVICEID,TEXT,6
PUBLIC,INFLUX_DATA_NPS,RXPOWER,TEXT,14
PUBLIC,INFLUX_DATA_NPS,TXPOWER,TEXT,16
PUBLIC,INFLUX_DATA_NPS_02_DEC,DEVICEID,TEXT,6
PUBLIC,INFLUX_DATA_NPS_02_DEC,RXPOWER,TEXT,14
PUBLIC,INFLUX_DATA_NPS_02_DEC,TXPOWER,TEXT,16
PUBLIC,INFLUX_DATA_NPS_18_DEC,DEVICEID,TEXT,6
PUBLIC,INFLUX_DATA_NPS_18_DEC,RXPOWER,TEXT,14
PUBLIC,INFLUX_DATA_NPS_18_DEC,TXPOWER,TEXT,16
PUBLIC,INFLUX_DATA_NPS_22_DEC,DEVICEID,TEXT,6
PUBLIC,INFLUX_DATA_NPS_22_DEC,RXPOWER,TEXT,14
PUBLIC,INFLUX_DATA_NPS_22_DEC,TXPOWER,TEXT,16
PUBLIC,INFLUX_DATA_NPS_26_NOV,DEVICEID,TEXT,6
PUBLIC,INFLUX_DATA_NPS_26_NOV,RXPOWER,TEXT,14
PUBLIC,INFLUX_DATA_NPS_26_NOV,TXPOWER,TEXT,16
PUBLIC,INFLUX_DATA_TEMP,DEVICEID,TEXT,3
PUBLIC,INFLUX_DATA_TEMP,RXPOWER,TEXT,6
PUBLIC,INFLUX_DATA_TEMP,TXPOWER,TEXT,7
PUBLIC,INFLUX_DATA_TEMP_15M,DEVICEID,TEXT,3
PUBLIC,INFLUX_DATA_TEMP_15M,RXPOWER,TEXT,6
PUBLIC,INFLUX_DATA_TEMP_15M,TXPOWER,TEXT,7
PUBLIC,INFLUX_DATA_TEMP_15M_PIPEDREAM,DEVICEID,TEXT,3
PUBLIC,INFLUX_DATA_TEMP_15M_PIPEDREAM,RXPOWER,TEXT,6
PUBLIC,INFLUX_DATA_TEMP_15M_PIPEDREAM,TXPOWER,TEXT,7
PUBLIC,INFLUX_DATA_TEMP_NEW_ONE,DEVICEID,TEXT,3
PUBLIC,INFLUX_DATA_TEMP_NEW_ONE,RXPOWER,TEXT,6
PUBLIC,INFLUX_DATA_TEMP_NEW_ONE,TXPOWER,TEXT,7
PUBLIC,INFLUX_DATA_TEMP_PING_TIME,DEVICEID,TEXT,3
PUBLIC,INFLUX_DATA_TEMP_PING_TIME,RXPOWER,TEXT,6
PUBLIC,INFLUX_DATA_TEMP_PING_TIME,TXPOWER,TEXT,7
PUBLIC,INFLUX_DATA_TEMP_PIPEDREAM,DEVICEID,TEXT,3
PUBLIC,INFLUX_DATA_TEMP_PIPEDREAM,RXPOWER,TEXT,6
PUBLIC,INFLUX_DATA_TEMP_PIPEDREAM,TXPOWER,TEXT,7
PUBLIC,INFLUX_DATA_TEMP_TEST,DEVICEID,TEXT,3
PUBLIC,INFLUX_DATA_TEMP_TEST,RXPOWER,TEXT,6
PUBLIC,INFLUX_DATA_TEMP_TEST,TXPOWER,TEXT,7
PUBLIC,INFLUX_DATA_TEMP_new_one,DEVICEID,TEXT,3
PUBLIC,INFLUX_DATA_TEMP_new_one,RXPOWER,TEXT,6
PUBLIC,INFLUX_DATA_TEMP_new_one,TXPOWER,TEXT,7
PUBLIC,INFLUX_PING_EVENTS_RAW,DEVICEID,TEXT,3
PUBLIC,INFLUX_PING_EVENTS_RAW,RXPOWER,TEXT,6
PUBLIC,INFLUX_PING_EVENTS_RAW,TXPOWER,TEXT,7
PUBLIC,INSTALL_BASE_DATA_DUMMY,DEVICE_TYPE,TEXT,9
PUBLIC,INSTALL_BASE_DATA_DUMMY,DEVICE_AGE,TEXT,10
PUBLIC,INT_INVENTORY_MODEL_CURRENT_LOCATION,DEVICE_ID,TEXT,1
PUBLIC,INT_INVENTORY_MODEL_DEVICES_BASE,DEVICE_ID,TEXT,1
PUBLIC,INT_INVENTORY_MODEL_DEVICES_BASE,DEVICE_TYPE,TEXT,3
PUBLIC,INT_INVENTORY_MODEL_DEVICES_BASE,SERIAL,TEXT,6
PUBLIC,INT_INVENTORY_MODEL_DISPATCHES,DEVICE_ID,TEXT,1
PUBLIC,INT_INVENTORY_MODEL_FIRST_GRN,DEVICE_ID,TEXT,1
PUBLIC,INT_INVENTORY_MODEL_INSTALLATIONS,DEVICE_ID,TEXT,1
PUBLIC,INT_INVENTORY_MODEL_LAST_PARTNER_RECEIVED,DEVICE_ID,TEXT,1
PUBLIC,INT_INVENTORY_MODEL_LAST_PICKUP_TICKET,DEVICE_ID,TEXT,1
PUBLIC,INT_INVENTORY_MODEL_LAST_RECHARGE,DEVICE_ID,TEXT,1
PUBLIC,INT_INVENTORY_MODEL_LAST_WAREHOUSE_RECEIVED,DEVICE_ID,TEXT,1
PUBLIC,INT_INVENTORY_MODEL_PYROPS_STATE,DEVICE_ID,TEXT,1
PUBLIC,INT_INVENTORY_MODEL_STATUS_FLAGS,DEVICE_ID,TEXT,1
PUBLIC,INVENTORY_MODEL,DEVICE_ID,TEXT,1
PUBLIC,INVENTORY_MODEL,SERIAL,TEXT,5
PUBLIC,INVENTORY_MODEL,DEVICE_TYPE,TEXT,6
PUBLIC,INVENTORY_MODEL_DEVICES_BASE,DEVICE_ID,TEXT,1
PUBLIC,INVENTORY_MODEL_DEVICES_BASE,DEVICE_TYPE,TEXT,3
PUBLIC,INVENTORY_MODEL_DEVICES_BASE,SERIAL,TEXT,6
PUBLIC,INVENTORY_MODEL_NEW_TEMP,DEVICE_ID,TEXT,1
PUBLIC,INVENTORY_MODEL_NEW_TEMP,SERIAL,TEXT,5
PUBLIC,INVENTORY_MODEL_NEW_TEMP,DEVICE_TYPE,TEXT,6
PUBLIC,INVENTORY_MODEL_PRE_MIGRATION,DEVICE_ID,TEXT,1
PUBLIC,INVENTORY_MODEL_PRE_MIGRATION,MACID,TEXT,4
PUBLIC,INVENTORY_MODEL_PRE_MIGRATION,SERIAL,TEXT,5
PUBLIC,INVENTORY_MODEL_PRE_MIGRATION,LATEST_ROUTER_RECOVERY_TICKET_ID,TEXT,19
PUBLIC,INVENTORY_MODEL_PRE_MIGRATION,LATEST_ROUTER_RECOVERY_TICKET_TIME,TIMESTAMP_NTZ,20
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_ACTIVE_CUSTOMER_UTILIZATION,DEVICE_TYPE_FINAL,TEXT,3
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_DEPLOY_AGGING_DF,DEVICES,NUMBER,3
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_DEPLOY_LR_AGGING_DF,DEVICES,NUMBER,3
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_DEPLOY_UFU_AGGING_DF,DEVICES,NUMBER,3
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_DEPLOY_USU_AGGING_DF,DEVICES,NUMBER,3
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_FRESH_DF,DEVICE_ID,TEXT,3
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_REVANUE_GENERATING_UTILIZATION,DEVICE_TYPE_FINAL,TEXT,3
PUBLIC,ISP_RANKING_ANIRRUDH,ACTIVE_DEVICESS,NUMBER,3
PUBLIC,ISP_RANKING_ANIRRUDH,Unique devices with outage (15 days),NUMBER,6
PUBLIC,ISP_SCORECARD,RXPOWER,TEXT,9
PUBLIC,ISP_SCORECARD,RXPOWER_IN_RANGE,NUMBER,16
PUBLIC,ISP_SCORECARD,OPTICALPOWER_IN_RANGE,TEXT,20
PUBLIC,ISP_SCORECARD_TABLE,rxpower,TEXT,9
PUBLIC,ISP_SCORECARD_TABLE,rxpower_in_range,NUMBER,16
PUBLIC,ISP_SCORECARD_TABLE,opticalpower_in_range,TEXT,20
PUBLIC,KAPTURE_PARTNER_TICKETS_REPORT,DEVICE_ID,TEXT,69
PUBLIC,KAPTURE_PARTNER_TICKETS_REPORT,CUSTOMER_DEVICE_ID,TEXT,76
PUBLIC,KAPTURE_PARTNER_TICKETS_REPORT,DEVICE_ID_1,TEXT,99
PUBLIC,KAPTURE_PARTNER_TICKETS_REPORT_NEW,DEVICE_ID,TEXT,69
PUBLIC,KAPTURE_PARTNER_TICKETS_REPORT_NEW,CUSTOMER_DEVICE_ID,TEXT,76
PUBLIC,KAPTURE_PARTNER_TICKETS_REPORT_NEW,DEVICE_ID_1,TEXT,99
PUBLIC,KULDEEP_22_DEC_2025,DEVICEID,TEXT,3
PUBLIC,KULDEEP_22_DEC_2025,RXPOWER,TEXT,6
PUBLIC,KULDEEP_22_DEC_2025,TXPOWER,TEXT,7
PUBLIC,LOST_DEVICES_16_15_CYCLE,device_id,TEXT,2
PUBLIC,LOST_DEVICES_16_TO_15,device_id,TEXT,2
PUBLIC,LOST_DEVICES_DAY_ON_DAY,DEVICE_ID,TEXT,2
PUBLIC,LOST_DEVICES_LAST_MONTH,DEVICE_ID,TEXT,2
PUBLIC,LOST_DEVICES_last_month,device_id,TEXT,2
PUBLIC,LOST_DEVICES_last_month_for_himanshu,device_id,TEXT,2
PUBLIC,MAC_DEVICE,DEVICE,TEXT,1
PUBLIC,MAC_DEVICE,MAC,TEXT,2
PUBLIC,MARKETPLACE_INVENTORY_DUMP,DEVICE_ID,TEXT,1
PUBLIC,MAYLIVECSP_SERVICE_TICKETS_12TH,ROUTER_NAS_ID,TEXT,22
PUBLIC,MONTH_END_USABLE_DEVICE,DEVICE_TYPE,TEXT,3
PUBLIC,MONTH_END_USABLE_DEVICE,DEVICE_ID,NUMBER,8
PUBLIC,NETWORK_SCORECARD,DEVICE_ID,TEXT,3
PUBLIC,NETWORK_SCORECARD,RXPOWER,TEXT,9
PUBLIC,NETWORK_SCORECARD,RXPOWER_IN_RANGE,NUMBER,17
PUBLIC,NETWORK_SCORECARD,DEVICE_TYPE,TEXT,20
PUBLIC,NETWORK_SCORECARD,OPTICALPOWER_IN_RANGE,TEXT,22
PUBLIC,OKR_4A_MONTHLY_SERVICE_COST,ACTIVE_DEVICES,NUMBER,3
PUBLIC,OKR_PARTNER_90_DAYS_INV_TEMP,DEVICE_ID,TEXT,3
PUBLIC,OLD_BUSINESS_DEVICES,DEVICE_ID,TEXT,1
PUBLIC,OPS_WRITTEN_OFF_REFUNDED_DEVICES,DEVICE_ID,TEXT,3
PUBLIC,PARTNERVANILLA,ELIGIBLEDEVICES,TEXT,8
PUBLIC,PARTNERVANILLA,DEVICEID,TEXT,14
PUBLIC,PARTNERVANILLA,OPTICALPOWER,TEXT,17
PUBLIC,PARTNERVANILLA_AUDIT,ELIGIBLEDEVICES,TEXT,8
PUBLIC,PARTNERVANILLA_AUDIT,DEVICEID,TEXT,14
PUBLIC,PARTNERVANILLA_AUDIT,OPTICALPOWER,TEXT,17
PUBLIC,PARTNER_APP_DEVICE_DETAILS,DEVICE_ID,TEXT,3
PUBLIC,PARTNER_APP_EVENTS_SUMMARY_DUMMY,DEVICE_TYPE,TEXT,2
PUBLIC,PARTNER_APP_EVENTS_SUMMARY_DUMMY,DEVICE_AGE,TEXT,3
PUBLIC,PARTNER_DEVICE_COUNTS_HOURLY,TOTAL_DEVICES,NUMBER,3
PUBLIC,PARTNER_DEVICE_COUNTS_HOURLY,ROUTER_PICKUP_COUNT,NUMBER,7
PUBLIC,PARTNER_GROWTH_CARD_RAW,CLAIM_DEVICE_BONUS_M0,FLOAT,37
PUBLIC,PARTNER_GROWTH_CARD_RAW,CLAIM_DEVICE_BONUS_M1,FLOAT,38
PUBLIC,PARTNER_GROWTH_CARD_RAW,CLAIM_DEVICE_BONUS_M2,FLOAT,39
PUBLIC,PARTNER_GROWTH_CARD_RAW,CLAIM_DEVICE_BONUS_M3,FLOAT,40
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_BONUS_M0,NUMBER,45
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_BONUS_M1,NUMBER,46
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_BONUS_M2,NUMBER,47
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_BONUS_M3,NUMBER,48
PUBLIC,PARTNER_GROWTH_CARD_RAW,ACTIVE_CUSTOMER_WITH_OPTICAL_POWER,NUMBER,56
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_TICKET_M0,NUMBER,69
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_TICKET_M1,NUMBER,70
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_TICKET_M2,NUMBER,71
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_TICKET_M3,NUMBER,72
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_TICKET_SLA_M0,NUMBER,73
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_TICKET_SLA_M1,NUMBER,74
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_TICKET_SLA_M2,NUMBER,75
PUBLIC,PARTNER_GROWTH_CARD_RAW,DEVICE_TICKET_SLA_M3,NUMBER,76
PUBLIC,PARTNER_JANAM_KUNDLI,ACTIVE_CUSTOMER_WITH_OPTICAL_POWER,NUMBER,19
PUBLIC,PARTNER_JANAM_KUNDLI,CLAIM_DEVICE_BONUS_M0,FLOAT,33
PUBLIC,PARTNER_JANAM_KUNDLI,DEVICE_BONUS_M0,FLOAT,35
PUBLIC,PARTNER_JANAM_KUNDLI,DEVICE_BONUS_M1,FLOAT,38
PUBLIC,PARTNER_JANAM_KUNDLI,DEVICE_TICKET_M1,NUMBER,46
PUBLIC,PARTNER_JANAM_KUNDLI,DEVICE_TICKET_SLA_M1,NUMBER,47
PUBLIC,PARTNER_JANAM_KUNDLI,DEVICE_TICKET_M2,NUMBER,48
PUBLIC,PARTNER_JANAM_KUNDLI,DEVICE_TICKET_SLA_M2,NUMBER,49
PUBLIC,PARTNER_JANAM_KUNDLI,DEVICE_TICKET_M3,NUMBER,50
PUBLIC,PARTNER_JANAM_KUNDLI,DEVICE_TICKET_SLA_M3,NUMBER,51
PUBLIC,PARTNER_JANAM_KUNDLI,TOTAL_DEVICES,NUMBER,56
PUBLIC,PARTNER_JANAM_KUNDLI,TOTAL_ROUTERS,NUMBER,63
PUBLIC,PARTNER_JANAM_KUNDLI,ACTIVE_ROUTERS,NUMBER,64
PUBLIC,PARTNER_JANAM_KUNDLI,CHURNED_ROUTERS,NUMBER,65
PUBLIC,PARTNER_JANAM_KUNDLI,PARTNER_OFFICE_ROUTERS,NUMBER,66
PUBLIC,PARTNER_JANAM_KUNDLI,REPAIR_ROUTERS,NUMBER,67
PUBLIC,PARTNER_JANAM_KUNDLI,PARTNER_RECOVERED_ROUTERS,NUMBER,68
PUBLIC,PARTNER_JANAM_KUNDLI2,CLAIM_DEVICE_BONUS_M0,FLOAT,33
PUBLIC,PARTNER_JANAM_KUNDLI2,CLAIM_DEVICE_BONUS_M1,FLOAT,34
PUBLIC,PARTNER_JANAM_KUNDLI2,CLAIM_DEVICE_BONUS_M2,FLOAT,35
PUBLIC,PARTNER_JANAM_KUNDLI2,CLAIM_DEVICE_BONUS_M3,FLOAT,36
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_BONUS_M0,FLOAT,45
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_BONUS_M1,FLOAT,46
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_BONUS_M2,FLOAT,47
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_BONUS_M3,FLOAT,48
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_BONUS_M1_MTD,FLOAT,72
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_BONUS_M2_MTD,FLOAT,73
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_BONUS_M3_MTD,FLOAT,74
PUBLIC,PARTNER_JANAM_KUNDLI2,ACTIVE_CUSTOMER_WITH_OPTICAL_POWER,FLOAT,84
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_TICKET_M0,FLOAT,97
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_TICKET_M1,FLOAT,98
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_TICKET_M2,FLOAT,99
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_TICKET_M3,FLOAT,100
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_TICKET_SLA_M0,FLOAT,101
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_TICKET_SLA_M1,FLOAT,102
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_TICKET_SLA_M2,FLOAT,103
PUBLIC,PARTNER_JANAM_KUNDLI2,DEVICE_TICKET_SLA_M3,FLOAT,104
PUBLIC,PARTNER_JANAM_KUNDLI2,M0_DEVICE_ADJUSTED_RENEWAL,FLOAT,110
PUBLIC,PARTNER_JANAM_KUNDLI2,M1_DEVICE_ADJUSTED_RENEWAL,FLOAT,111
PUBLIC,PARTNER_JANAM_KUNDLI2,M2_DEVICE_ADJUSTED_RENEWAL,FLOAT,112
PUBLIC,PARTNER_JANAM_KUNDLI2,M3_DEVICE_ADJUSTED_RENEWAL,FLOAT,113
PUBLIC,PARTNER_JANAM_KUNDLI2,M0_DEVICE_LOST,FLOAT,122
