h3_id,eligible_devices,qualifying_events,events_1_to_3_hours,events_over_3_hours,worst_affected_devices,worst_affected_share,longest_event_minutes,latest_event_start_ist,latest_event_end_ist,severity
893c14004b7ffff,5,2,2,0,4,0.8,80.0,2026-07-06 02:25:00,2026-07-06 03:35:00,1_to_3_hours
893c14004cbffff,11,1,0,1,8,0.7273,185.0,2026-07-25 08:25:00,2026-07-25 11:30:00,over_3_hours
893c1402207ffff,8,1,1,0,6,0.75,150.0,2026-07-18 03:00:00,2026-07-18 05:30:00,1_to_3_hours
893c1402337ffff,6,1,1,0,6,1.0,75.0,2026-07-27 11:50:00,2026-07-27 13:05:00,1_to_3_hours
893c1402a97ffff,5,1,1,0,5,1.0,170.0,2026-07-21 07:55:00,2026-07-21 10:45:00,1_to_3_hours
893c1402e03ffff,5,3,1,2,5,1.0,555.0,2026-07-28 13:45:00,2026-07-28 15:05:00,over_3_hours
893c1402e17ffff,6,3,2,1,6,1.0,350.0,2026-07-28 13:45:00,2026-07-28 15:05:00,over_3_hours
893c1402ebbffff,5,2,1,1,5,1.0,355.0,2026-07-28 13:50:00,2026-07-28 15:05:00,over_3_hours
893c1402ecfffff,5,3,1,2,5,1.0,565.0,2026-07-28 13:50:00,2026-07-28 15:05:00,over_3_hours
893c1403127ffff,17,1,0,1,13,0.7647,185.0,2026-07-25 08:25:00,2026-07-25 11:30:00,over_3_hours
893d123982fffff,5,1,0,1,4,0.8,225.0,2026-07-15 11:25:00,2026-07-15 15:10:00,over_3_hours
893d1239a8fffff,5,3,2,1,4,0.8,295.0,2026-07-28 14:20:00,2026-07-28 16:15:00,over_3_hours
893d1239c03ffff,25,1,1,0,24,0.96,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c07ffff,13,1,1,0,13,1.0,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c0bffff,11,1,1,0,9,0.8182,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c0fffff,27,1,1,0,27,1.0,140.0,2026-07-20 09:45:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c13ffff,10,1,1,0,9,0.9,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c17ffff,23,1,1,0,23,1.0,140.0,2026-07-20 09:45:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c1bffff,8,1,1,0,7,0.875,140.0,2026-07-20 09:45:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c23ffff,23,1,0,1,22,0.9565,365.0,2026-07-20 09:45:00,2026-07-20 15:50:00,over_3_hours
893d1239c27ffff,8,1,0,1,6,0.75,410.0,2026-07-20 09:50:00,2026-07-20 16:40:00,over_3_hours
893d1239c2bffff,9,1,0,1,9,1.0,350.0,2026-07-20 09:45:00,2026-07-20 15:35:00,over_3_hours
893d1239c2fffff,7,3,1,2,6,0.8571,415.0,2026-07-20 09:45:00,2026-07-20 16:40:00,over_3_hours
893d1239c37ffff,9,1,0,1,7,0.7778,290.0,2026-07-20 09:50:00,2026-07-20 14:40:00,over_3_hours
893d1239c3bffff,8,3,1,2,8,1.0,460.0,2026-07-27 15:50:00,2026-07-27 19:05:00,over_3_hours
893d1239c63ffff,5,6,4,2,4,0.8,375.0,2026-07-23 08:35:00,2026-07-23 10:25:00,over_3_hours
893d1239c73ffff,6,1,1,0,5,0.8333,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c77ffff,13,1,0,1,12,0.9231,300.0,2026-07-20 09:45:00,2026-07-20 14:45:00,over_3_hours
893d1239c7bffff,5,2,2,0,4,0.8,125.0,2026-07-23 08:30:00,2026-07-23 10:35:00,1_to_3_hours
893d1239c87ffff,5,1,1,0,4,0.8,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c8bffff,10,1,1,0,10,1.0,140.0,2026-07-20 09:45:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c8fffff,11,1,1,0,10,0.9091,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c97ffff,6,1,1,0,6,1.0,140.0,2026-07-20 09:45:00,2026-07-20 12:05:00,1_to_3_hours
893d1239c9bffff,8,1,1,0,8,1.0,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239cabffff,11,1,1,0,10,0.9091,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239cb3ffff,8,1,1,0,8,1.0,145.0,2026-07-20 09:45:00,2026-07-20 12:10:00,1_to_3_hours
893d1239cb7ffff,5,1,1,0,4,0.8,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239cc7ffff,7,1,1,0,7,1.0,135.0,2026-07-20 09:50:00,2026-07-20 12:05:00,1_to_3_hours
893d1239cd3ffff,8,5,4,1,8,1.0,230.0,2026-07-22 09:00:00,2026-07-22 10:30:00,over_3_hours
893d1239dcbffff,9,1,0,1,8,0.8889,285.0,2026-07-20 09:50:00,2026-07-20 14:35:00,over_3_hours
893d1239dd3ffff,12,1,0,1,11,0.9167,295.0,2026-07-20 09:50:00,2026-07-20 14:45:00,over_3_hours
893d124c4afffff,5,1,1,0,5,1.0,80.0,2026-07-11 00:35:00,2026-07-11 01:55:00,1_to_3_hours
893d1269b0bffff,7,1,1,0,6,0.8571,80.0,2026-07-18 18:05:00,2026-07-18 19:25:00,1_to_3_hours
893d1269b53ffff,7,1,0,1,6,0.8571,420.0,2026-07-05 03:55:00,2026-07-05 10:55:00,over_3_hours
893d1269b57ffff,10,1,1,0,8,0.8,110.0,2026-07-02 12:10:00,2026-07-02 14:00:00,1_to_3_hours
893d126f013ffff,7,3,3,0,6,0.8571,120.0,2026-07-10 10:55:00,2026-07-10 12:30:00,1_to_3_hours
893d126f1a7ffff,6,3,3,0,6,1.0,180.0,2026-07-10 10:55:00,2026-07-10 13:55:00,1_to_3_hours
893d85842cbffff,5,2,2,0,5,1.0,95.0,2026-07-08 06:50:00,2026-07-08 08:10:00,1_to_3_hours
893d8584893ffff,7,1,1,0,5,0.7143,160.0,2026-07-09 03:50:00,2026-07-09 06:30:00,1_to_3_hours
893d8584b43ffff,17,1,1,0,16,0.9412,65.0,2026-07-16 01:40:00,2026-07-16 02:45:00,1_to_3_hours
893d8584b63ffff,5,1,1,0,5,1.0,65.0,2026-07-16 01:40:00,2026-07-16 02:45:00,1_to_3_hours
893d8584b67ffff,9,1,1,0,9,1.0,65.0,2026-07-16 01:40:00,2026-07-16 02:45:00,1_to_3_hours
893d8584b6bffff,12,1,1,0,12,1.0,65.0,2026-07-16 01:40:00,2026-07-16 02:45:00,1_to_3_hours
893d8584b6fffff,22,1,1,0,22,1.0,65.0,2026-07-16 01:40:00,2026-07-16 02:45:00,1_to_3_hours
893d8585967ffff,5,1,1,0,4,0.8,100.0,2026-07-20 09:30:00,2026-07-20 11:10:00,1_to_3_hours
893d8585b43ffff,6,2,1,1,6,1.0,730.0,2026-07-16 01:40:00,2026-07-16 02:45:00,over_3_hours
893d85a502bffff,5,9,2,7,5,1.0,1060.0,2026-07-30 02:50:00,2026-07-30 09:00:00,over_3_hours
893d85a530bffff,5,1,0,1,4,0.8,550.0,2026-07-24 02:20:00,2026-07-24 11:30:00,over_3_hours
893d85a5313ffff,5,1,0,1,5,1.0,560.0,2026-07-24 02:15:00,2026-07-24 11:35:00,over_3_hours
893d85a531bffff,5,1,0,1,5,1.0,550.0,2026-07-24 02:20:00,2026-07-24 11:30:00,over_3_hours
893d85a5343ffff,7,3,1,2,5,0.7143,405.0,2026-07-09 03:15:00,2026-07-09 05:05:00,over_3_hours
893d85a535bffff,19,3,1,2,16,0.8421,405.0,2026-07-09 02:30:00,2026-07-09 05:05:00,over_3_hours
893d85a5393ffff,5,2,1,1,4,0.8,1060.0,2026-07-24 23:50:00,2026-07-25 17:30:00,over_3_hours
893d85ba31bffff,11,4,4,0,9,0.8182,170.0,2026-07-30 09:20:00,2026-07-30 11:50:00,1_to_3_hours
893d85ba5c3ffff,9,2,2,0,9,1.0,80.0,2026-07-16 01:40:00,2026-07-16 02:45:00,1_to_3_hours
893d85ba5cfffff,8,1,1,0,6,0.75,80.0,2026-07-09 03:50:00,2026-07-09 05:10:00,1_to_3_hours
893d8b12323ffff,6,1,0,1,5,0.8333,505.0,2026-07-01 02:10:00,2026-07-01 10:35:00,over_3_hours
893d8b12333ffff,5,1,0,1,5,1.0,500.0,2026-07-01 02:10:00,2026-07-01 10:30:00,over_3_hours
893d8b12e5bffff,14,1,0,1,12,0.8571,505.0,2026-07-01 02:10:00,2026-07-01 10:35:00,over_3_hours
893d8b8990fffff,5,1,1,0,5,1.0,175.0,2026-07-13 11:15:00,2026-07-13 14:10:00,1_to_3_hours
893d8b899d3ffff,8,1,1,0,6,0.75,110.0,2026-07-10 01:35:00,2026-07-10 03:25:00,1_to_3_hours
893d8b8d2cfffff,6,1,0,1,5,0.8333,830.0,2026-07-23 22:25:00,2026-07-24 12:15:00,over_3_hours
893d8d56473ffff,5,2,1,1,4,0.8,580.0,2026-07-14 18:45:00,2026-07-14 21:25:00,over_3_hours
893d8dc537bffff,7,3,2,1,7,1.0,310.0,2026-07-28 11:50:00,2026-07-28 13:10:00,over_3_hours
893d8dcd40fffff,10,1,1,0,7,0.7,65.0,2026-07-08 09:30:00,2026-07-08 10:35:00,1_to_3_hours
893d8dcd417ffff,5,7,1,6,4,0.8,725.0,2026-07-30 21:45:00,2026-07-31 09:50:00,over_3_hours
893d8dcdcabffff,6,1,1,0,6,1.0,65.0,2026-07-23 15:25:00,2026-07-23 16:30:00,1_to_3_hours
893d8dce123ffff,5,4,4,0,4,0.8,145.0,2026-07-07 12:20:00,2026-07-07 14:30:00,1_to_3_hours
893d8dce577ffff,5,1,1,0,5,1.0,90.0,2026-07-13 12:15:00,2026-07-13 13:45:00,1_to_3_hours
893d8dce587ffff,5,1,1,0,4,0.8,65.0,2026-07-12 02:30:00,2026-07-12 03:35:00,1_to_3_hours
893da1005d3ffff,10,3,1,2,7,0.7,300.0,2026-07-30 11:50:00,2026-07-30 12:55:00,over_3_hours
893da1009abffff,6,2,1,1,6,1.0,790.0,2026-07-22 22:00:00,2026-07-23 11:10:00,over_3_hours
893da100cd7ffff,7,1,0,1,5,0.7143,330.0,2026-07-08 09:05:00,2026-07-08 14:35:00,over_3_hours
893da102023ffff,14,1,1,0,14,1.0,105.0,2026-07-06 06:50:00,2026-07-06 08:35:00,1_to_3_hours
893da102027ffff,30,2,2,0,26,0.8667,105.0,2026-07-16 04:50:00,2026-07-16 06:35:00,1_to_3_hours
893da10202fffff,38,1,1,0,29,0.7632,100.0,2026-07-06 06:55:00,2026-07-06 08:35:00,1_to_3_hours
893da102037ffff,13,2,2,0,12,0.9231,105.0,2026-07-16 04:50:00,2026-07-16 06:35:00,1_to_3_hours
893da102143ffff,24,2,2,0,21,0.875,145.0,2026-07-15 14:55:00,2026-07-15 17:20:00,1_to_3_hours
893da102147ffff,10,3,3,0,10,1.0,110.0,2026-07-27 14:50:00,2026-07-27 15:55:00,1_to_3_hours
893da10214bffff,21,1,1,0,17,0.8095,100.0,2026-07-06 06:55:00,2026-07-06 08:35:00,1_to_3_hours
893da102153ffff,19,2,2,0,19,1.0,110.0,2026-07-11 08:45:00,2026-07-11 10:35:00,1_to_3_hours
893da10215bffff,16,1,1,0,14,0.875,100.0,2026-07-06 06:55:00,2026-07-06 08:35:00,1_to_3_hours
893da1021cbffff,8,2,1,1,8,1.0,210.0,2026-07-11 08:40:00,2026-07-11 12:10:00,over_3_hours
893da102387ffff,24,1,1,0,23,0.9583,100.0,2026-07-06 06:55:00,2026-07-06 08:35:00,1_to_3_hours
893da102397ffff,45,1,1,0,40,0.8889,100.0,2026-07-06 06:55:00,2026-07-06 08:35:00,1_to_3_hours
893da102b4fffff,24,1,1,0,18,0.75,100.0,2026-07-20 08:55:00,2026-07-20 10:35:00,1_to_3_hours
893da102c13ffff,13,2,0,2,11,0.8462,685.0,2026-07-29 11:25:00,2026-07-29 17:15:00,over_3_hours
893da102c17ffff,5,2,0,2,5,1.0,745.0,2026-07-25 12:50:00,2026-07-25 21:15:00,over_3_hours
893da102d43ffff,128,1,1,0,105,0.8203,85.0,2026-07-07 09:15:00,2026-07-07 10:40:00,1_to_3_hours
893da102d4fffff,9,2,1,1,7,0.7778,255.0,2026-07-23 14:05:00,2026-07-23 18:20:00,over_3_hours
893da102d53ffff,59,1,1,0,53,0.8983,90.0,2026-07-07 09:10:00,2026-07-07 10:40:00,1_to_3_hours
893da102e13ffff,45,2,0,2,33,0.7333,585.0,2026-07-29 00:40:00,2026-07-29 10:25:00,over_3_hours
893da102e1bffff,11,1,1,0,8,0.7273,75.0,2026-07-28 13:05:00,2026-07-28 14:20:00,1_to_3_hours
893da102e8bffff,12,2,0,2,9,0.75,585.0,2026-07-29 00:40:00,2026-07-29 10:25:00,over_3_hours
893da102e8fffff,27,1,0,1,19,0.7037,530.0,2026-07-18 01:10:00,2026-07-18 10:00:00,over_3_hours
893da102ec7ffff,14,2,0,2,12,0.8571,530.0,2026-07-29 03:55:00,2026-07-29 10:25:00,over_3_hours
893da10314fffff,8,1,0,1,8,1.0,590.0,2026-07-18 22:30:00,2026-07-19 08:20:00,over_3_hours
893da104193ffff,5,4,3,1,5,1.0,1085.0,2026-07-19 23:00:00,2026-07-20 17:05:00,over_3_hours
893da104197ffff,5,2,1,1,5,1.0,1085.0,2026-07-19 23:00:00,2026-07-20 17:05:00,over_3_hours
893da104507ffff,16,1,1,0,12,0.75,110.0,2026-07-17 09:50:00,2026-07-17 11:40:00,1_to_3_hours
893da1045b3ffff,8,1,0,1,6,0.75,695.0,2026-07-10 23:05:00,2026-07-11 10:40:00,over_3_hours
893da104667ffff,12,1,1,0,12,1.0,135.0,2026-07-14 19:20:00,2026-07-14 21:35:00,1_to_3_hours
893da104867ffff,20,1,1,0,15,0.75,115.0,2026-07-17 20:10:00,2026-07-17 22:05:00,1_to_3_hours
893da104877ffff,8,2,2,0,6,0.75,95.0,2026-07-29 13:10:00,2026-07-29 14:35:00,1_to_3_hours
893da104a07ffff,8,2,0,2,8,1.0,1050.0,2026-07-12 19:00:00,2026-07-13 12:20:00,over_3_hours
893da104a3bffff,8,14,5,9,8,1.0,570.0,2026-07-31 02:25:00,2026-07-31 06:15:00,over_3_hours
893da104aa7ffff,18,1,0,1,15,0.8333,955.0,2026-07-08 23:00:00,2026-07-09 14:55:00,over_3_hours
893da104aabffff,5,3,3,0,4,0.8,160.0,2026-07-29 22:15:00,2026-07-30 00:55:00,1_to_3_hours
893da104abbffff,5,6,4,2,5,1.0,720.0,2026-07-17 22:55:00,2026-07-18 01:55:00,over_3_hours
893da105013ffff,23,1,0,1,20,0.8696,585.0,2026-07-12 00:00:00,2026-07-12 09:45:00,over_3_hours
893da105083ffff,22,2,2,0,18,0.8182,180.0,2026-07-19 05:00:00,2026-07-19 06:15:00,1_to_3_hours
893da105097ffff,43,2,2,0,39,0.907,180.0,2026-07-19 05:00:00,2026-07-19 06:15:00,1_to_3_hours
893da1050c3ffff,13,2,1,1,13,1.0,605.0,2026-07-19 09:15:00,2026-07-19 10:55:00,over_3_hours
893da1050d3ffff,18,1,1,0,13,0.7222,100.0,2026-07-19 09:15:00,2026-07-19 10:55:00,1_to_3_hours
893da1050dbffff,7,2,1,1,6,0.8571,310.0,2026-07-19 09:10:00,2026-07-19 10:55:00,over_3_hours
893da105407ffff,7,2,2,0,5,0.7143,165.0,2026-07-21 08:05:00,2026-07-21 10:50:00,1_to_3_hours
893da10542fffff,11,2,2,0,10,0.9091,180.0,2026-07-19 05:00:00,2026-07-19 06:15:00,1_to_3_hours
893da10543bffff,21,1,1,0,15,0.7143,70.0,2026-07-21 09:35:00,2026-07-21 10:45:00,1_to_3_hours
893da105467ffff,11,1,1,0,8,0.7273,115.0,2026-07-13 04:35:00,2026-07-13 06:30:00,1_to_3_hours
893da10546bffff,19,2,1,1,16,0.8421,185.0,2026-07-19 09:15:00,2026-07-19 10:55:00,over_3_hours
893da105483ffff,5,2,0,2,4,0.8,245.0,2026-07-12 01:35:00,2026-07-12 05:40:00,over_3_hours
893da105497ffff,7,2,1,1,6,0.8571,225.0,2026-07-10 07:05:00,2026-07-10 08:40:00,over_3_hours
893da1054cbffff,5,1,0,1,4,0.8,230.0,2026-07-16 14:20:00,2026-07-16 18:10:00,over_3_hours
893da1054d3ffff,18,1,1,0,13,0.7222,140.0,2026-07-22 05:55:00,2026-07-22 08:15:00,1_to_3_hours
893da1054d7ffff,27,1,1,0,21,0.7778,140.0,2026-07-22 05:55:00,2026-07-22 08:15:00,1_to_3_hours
893da10554bffff,5,3,3,0,5,1.0,180.0,2026-07-19 04:55:00,2026-07-19 06:15:00,1_to_3_hours
893da10555bffff,12,2,2,0,11,0.9167,180.0,2026-07-19 05:00:00,2026-07-19 06:15:00,1_to_3_hours
893da1056a7ffff,13,1,1,0,11,0.8462,65.0,2026-07-19 09:15:00,2026-07-19 10:20:00,1_to_3_hours
893da1060dbffff,5,1,0,1,4,0.8,190.0,2026-07-26 16:15:00,2026-07-26 19:25:00,over_3_hours
893da106123ffff,10,1,0,1,8,0.8,255.0,2026-07-09 04:10:00,2026-07-09 08:25:00,over_3_hours
893da10612bffff,23,1,1,0,18,0.7826,150.0,2026-07-09 05:45:00,2026-07-09 08:15:00,1_to_3_hours
893da10612fffff,11,1,0,1,9,0.8182,240.0,2026-07-09 04:10:00,2026-07-09 08:10:00,over_3_hours
893da106133ffff,5,1,1,0,4,0.8,165.0,2026-07-09 04:10:00,2026-07-09 06:55:00,1_to_3_hours
893da10613bffff,9,1,0,1,8,0.8889,240.0,2026-07-09 04:10:00,2026-07-09 08:10:00,over_3_hours
893da106187ffff,7,3,2,1,6,0.8571,770.0,2026-07-28 13:45:00,2026-07-28 15:45:00,over_3_hours
893da10618fffff,20,1,1,0,15,0.75,95.0,2026-07-21 03:55:00,2026-07-21 05:30:00,1_to_3_hours
893da1061d7ffff,9,1,1,0,9,1.0,160.0,2026-07-28 12:45:00,2026-07-28 15:25:00,1_to_3_hours
893da1063b7ffff,10,21,8,13,9,0.9,845.0,2026-07-28 18:45:00,2026-07-28 20:05:00,over_3_hours
893da1063cbffff,49,1,0,1,38,0.7755,310.0,2026-07-18 02:10:00,2026-07-18 07:20:00,over_3_hours
893da1063cfffff,5,25,6,19,5,1.0,1020.0,2026-07-31 14:10:00,2026-07-31 22:10:00,over_3_hours
893da1064d7ffff,8,1,1,0,6,0.75,85.0,2026-07-19 03:15:00,2026-07-19 04:40:00,1_to_3_hours
893da106547ffff,12,5,4,1,11,0.9167,580.0,2026-07-31 03:25:00,2026-07-31 04:35:00,over_3_hours
893da10654bffff,6,3,1,2,6,1.0,575.0,2026-07-26 15:30:00,2026-07-26 16:40:00,over_3_hours
893da106567ffff,5,2,0,2,5,1.0,240.0,2026-07-31 09:10:00,2026-07-31 12:30:00,over_3_hours
893da1065d3ffff,15,1,1,0,12,0.8,65.0,2026-07-26 15:35:00,2026-07-26 16:40:00,1_to_3_hours
893da1066a7ffff,26,1,1,0,19,0.7308,85.0,2026-07-26 17:55:00,2026-07-26 19:20:00,1_to_3_hours
893da106817ffff,9,1,1,0,8,0.8889,85.0,2026-07-19 19:20:00,2026-07-19 20:45:00,1_to_3_hours
893da10686bffff,6,1,1,0,5,0.8333,65.0,2026-07-16 07:55:00,2026-07-16 09:00:00,1_to_3_hours
893da10686fffff,10,1,1,0,10,1.0,65.0,2026-07-16 07:55:00,2026-07-16 09:00:00,1_to_3_hours
893da1068a7ffff,18,1,1,0,14,0.7778,105.0,2026-07-09 17:50:00,2026-07-09 19:35:00,1_to_3_hours
893da1068b3ffff,6,1,1,0,6,1.0,95.0,2026-07-09 11:25:00,2026-07-09 13:00:00,1_to_3_hours
893da1068cfffff,20,1,1,0,14,0.7,90.0,2026-07-21 03:05:00,2026-07-21 04:35:00,1_to_3_hours
893da1068d3ffff,7,4,4,0,6,0.8571,120.0,2026-07-29 12:15:00,2026-07-29 14:05:00,1_to_3_hours
893da106aa7ffff,5,1,0,1,4,0.8,445.0,2026-07-11 12:40:00,2026-07-11 20:05:00,over_3_hours
893da106bd3ffff,6,2,0,2,6,1.0,1905.0,2026-07-09 01:15:00,2026-07-10 09:00:00,over_3_hours
893da106c13ffff,6,1,0,1,5,0.8333,230.0,2026-07-17 01:15:00,2026-07-17 05:05:00,over_3_hours
893da106c17ffff,9,1,1,0,9,1.0,140.0,2026-07-03 03:15:00,2026-07-03 05:35:00,1_to_3_hours
893da106c67ffff,5,2,2,0,4,0.8,165.0,2026-07-28 13:05:00,2026-07-28 14:35:00,1_to_3_hours
893da106c87ffff,14,3,2,1,14,1.0,1450.0,2026-07-27 10:20:00,2026-07-27 12:10:00,over_3_hours
893da106cbbffff,10,1,1,0,7,0.7,130.0,2026-07-03 03:25:00,2026-07-03 05:35:00,1_to_3_hours
893da106d1bffff,7,13,2,11,7,1.0,760.0,2026-07-26 13:00:00,2026-07-26 14:20:00,over_3_hours
893da106d47ffff,15,2,2,0,12,0.8,175.0,2026-07-09 11:05:00,2026-07-09 14:00:00,1_to_3_hours
893da106d4bffff,6,2,2,0,5,0.8333,145.0,2026-07-20 17:10:00,2026-07-20 19:10:00,1_to_3_hours
893da106d4fffff,5,3,1,2,4,0.8,415.0,2026-07-26 13:00:00,2026-07-26 14:20:00,over_3_hours
893da106d57ffff,5,3,1,2,5,1.0,290.0,2026-07-26 12:55:00,2026-07-26 14:20:00,over_3_hours
893da106d7bffff,13,1,0,1,12,0.9231,395.0,2026-07-09 08:25:00,2026-07-09 15:00:00,over_3_hours
893da106dbbffff,8,1,0,1,6,0.75,480.0,2026-07-08 01:30:00,2026-07-08 09:30:00,over_3_hours
893da106e4bffff,5,8,5,3,5,1.0,305.0,2026-07-28 14:20:00,2026-07-28 19:25:00,over_3_hours
893da106e4fffff,8,1,1,0,6,0.75,100.0,2026-07-25 15:50:00,2026-07-25 17:30:00,1_to_3_hours
893da10715bffff,16,1,1,0,12,0.75,115.0,2026-07-28 12:50:00,2026-07-28 14:45:00,1_to_3_hours
893da107233ffff,46,1,1,0,42,0.913,75.0,2026-07-28 12:15:00,2026-07-28 13:30:00,1_to_3_hours
893da107263ffff,7,2,1,1,6,0.8571,215.0,2026-07-04 12:25:00,2026-07-04 15:15:00,over_3_hours
893da1072c3ffff,7,1,1,0,7,1.0,80.0,2026-07-05 13:10:00,2026-07-05 14:30:00,1_to_3_hours
893da10734bffff,9,2,1,1,7,0.7778,205.0,2026-07-10 07:25:00,2026-07-10 08:40:00,over_3_hours
893da10735bffff,7,3,2,1,7,1.0,215.0,2026-07-10 07:10:00,2026-07-10 08:45:00,over_3_hours
893da1075cbffff,14,1,0,1,10,0.7143,215.0,2026-07-20 05:35:00,2026-07-20 09:10:00,over_3_hours
893da10d007ffff,5,4,1,3,5,1.0,595.0,2026-07-24 21:30:00,2026-07-25 07:25:00,over_3_hours
893da10e3afffff,7,1,1,0,5,0.7143,130.0,2026-07-08 06:35:00,2026-07-08 08:45:00,1_to_3_hours
893da10e3dbffff,9,2,1,1,9,1.0,720.0,2026-07-18 12:50:00,2026-07-18 15:25:00,over_3_hours
893da10ee53ffff,9,1,1,0,9,1.0,100.0,2026-07-25 17:25:00,2026-07-25 19:05:00,1_to_3_hours
893da10ee57ffff,7,4,4,0,7,1.0,110.0,2026-07-28 02:00:00,2026-07-28 03:50:00,1_to_3_hours
893da10eecfffff,10,1,1,0,10,1.0,100.0,2026-07-25 17:25:00,2026-07-25 19:05:00,1_to_3_hours
893da110117ffff,11,1,1,0,8,0.7273,85.0,2026-07-20 17:20:00,2026-07-20 18:45:00,1_to_3_hours
893da1101abffff,27,1,1,0,19,0.7037,150.0,2026-07-24 03:25:00,2026-07-24 05:55:00,1_to_3_hours
893da1101b3ffff,11,1,0,1,9,0.8182,325.0,2026-07-24 03:25:00,2026-07-24 08:50:00,over_3_hours
893da1101b7ffff,15,1,0,1,14,0.9333,325.0,2026-07-24 03:25:00,2026-07-24 08:50:00,over_3_hours
893da1101bbffff,9,1,0,1,7,0.7778,285.0,2026-07-24 03:25:00,2026-07-24 08:10:00,over_3_hours
893da110207ffff,6,1,1,0,6,1.0,75.0,2026-07-11 23:20:00,2026-07-12 00:35:00,1_to_3_hours
893da11022bffff,6,3,1,2,6,1.0,595.0,2026-07-31 00:00:00,2026-07-31 09:55:00,over_3_hours
893da110243ffff,5,2,0,2,4,0.8,260.0,2026-07-30 00:20:00,2026-07-30 04:40:00,over_3_hours
893da110403ffff,8,1,1,0,6,0.75,180.0,2026-07-08 07:30:00,2026-07-08 10:30:00,1_to_3_hours
893da110483ffff,5,1,1,0,4,0.8,180.0,2026-07-08 07:25:00,2026-07-08 10:25:00,1_to_3_hours
893da11048bffff,6,1,0,1,6,1.0,200.0,2026-07-08 07:10:00,2026-07-08 10:30:00,over_3_hours
893da11048fffff,11,1,1,0,10,0.9091,105.0,2026-07-21 16:15:00,2026-07-21 18:00:00,1_to_3_hours
893da110493ffff,5,1,0,1,5,1.0,210.0,2026-07-08 07:00:00,2026-07-08 10:30:00,over_3_hours
893da11049bffff,15,1,0,1,11,0.7333,185.0,2026-07-08 07:20:00,2026-07-08 10:25:00,over_3_hours
893da1104c3ffff,18,1,1,0,15,0.8333,110.0,2026-07-18 16:50:00,2026-07-18 18:40:00,1_to_3_hours
893da1104cfffff,18,2,0,2,15,0.8333,380.0,2026-07-08 07:05:00,2026-07-08 10:30:00,over_3_hours
893da1104d7ffff,22,1,0,1,18,0.8182,200.0,2026-07-08 07:10:00,2026-07-08 10:30:00,over_3_hours
893da1104dbffff,15,1,0,1,13,0.8667,190.0,2026-07-08 07:20:00,2026-07-08 10:30:00,over_3_hours
893da110a07ffff,9,2,1,1,9,1.0,260.0,2026-07-28 18:35:00,2026-07-28 22:55:00,over_3_hours
893da110a0fffff,105,1,1,0,98,0.9333,105.0,2026-07-28 13:20:00,2026-07-28 15:05:00,1_to_3_hours
893da110a2bffff,5,2,1,1,5,1.0,375.0,2026-07-28 23:10:00,2026-07-29 05:25:00,over_3_hours
893da110a3bffff,50,1,1,0,49,0.98,105.0,2026-07-28 13:20:00,2026-07-28 15:05:00,1_to_3_hours
893da110a67ffff,10,1,1,0,10,1.0,110.0,2026-07-28 13:20:00,2026-07-28 15:10:00,1_to_3_hours
893da110a73ffff,9,1,1,0,9,1.0,105.0,2026-07-28 13:20:00,2026-07-28 15:05:00,1_to_3_hours
893da110a77ffff,135,1,1,0,131,0.9704,105.0,2026-07-28 13:20:00,2026-07-28 15:05:00,1_to_3_hours
893da110c9bffff,5,1,0,1,5,1.0,190.0,2026-07-20 13:45:00,2026-07-20 16:55:00,over_3_hours
893da111837ffff,8,1,1,0,8,1.0,105.0,2026-07-03 14:45:00,2026-07-03 16:30:00,1_to_3_hours
893da111893ffff,6,3,2,1,6,1.0,300.0,2026-07-30 15:20:00,2026-07-30 16:30:00,over_3_hours
893da11194fffff,19,1,0,1,14,0.7368,355.0,2026-07-17 03:05:00,2026-07-17 09:00:00,over_3_hours
893da11196bffff,15,1,0,1,14,0.9333,555.0,2026-07-16 23:45:00,2026-07-17 09:00:00,over_3_hours
893da111b97ffff,15,1,1,0,11,0.7333,95.0,2026-07-17 01:20:00,2026-07-17 02:55:00,1_to_3_hours
893da111ba7ffff,6,2,0,2,6,1.0,660.0,2026-07-16 23:40:00,2026-07-17 10:40:00,over_3_hours
893da111bb3ffff,13,1,0,1,12,0.9231,555.0,2026-07-16 23:45:00,2026-07-17 09:00:00,over_3_hours
